"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments","genus_cleaned","category"
"Trigonosaurus pricei","Trigonosaurus pricei","Campos et al.",2005,"D. d. A. Campos, A. W. A. Kellner, and R. J. Bertini, R. M. Santucci. 2005. On a titanosaurid (Dinosauria, Sauropoda) vertebral column from the Bauru Group, Late Cretaceous of Brazil. Arquivos do Museu Nacional, Rio de Janeiro 63(3):565-593","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trigonosaurus",18658,85461,"William Foster",NA,"English","dinosauria","valid","quarry known as “Caieira” (locality 120 of BERTINI, 1993), an abandoned quarry from the São Luís Farm, Veadinho Hill, situated about 2km north of Peirópolis, Municipality of beraba, State of Minas Gerais, Southeastern Brazil","Brazil","Brazil","Museu de Ciências da Terra (Departamento Nacional de Produção Mineral).","MCT 1488-R","person","N/A","Llewellyn Ivor Price","male","assumed from ending","Brazil","retrieved from external source","the specific name is given in honor of Llewellyn Ivor Price, a very important vertebrate paleontologist, whose birth day centenary is celebrated in 2005. L.I. Price collected this and several other specimens and inspired the authors of this paper, some of which had the pleasure to work with him (DAC and RJB).","location/geography","Greek","","","","","","from the Greek language trigónos (triângulo) in allusion to the region known as “Triângulo Mineiro” from the Minas Gerais State, where the specimen was collected, and saurus meaning reptile ","Brazil; Brazil; Brazil; Brazil","Brazil; Brazil; Brazil; Brazil","",FALSE,"","Trigonosaurus","sp"
"Trinisaura santamartaensis","Trinisaura santamartaensis","Coria et al.",2013,"R. A. Coria, J. J. Moly, and M. Reguero, S. Santillana, S. Marenssi. 2013. A new ornithopod (Dinosauria; Ornithischia) from Antarctica. Cretaceous Research 41:186-193","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trinisaura",44203,255010,"William Foster",NA,"English","dinosauria","valid","Santa Marta Cove, James Ross Island, Antarctica","Antarctica","Argentina","Museo de La Plata, Argentina.","MLP08-III-1-1","location/geography","Spanish","","","","","","The specific name refers to Santa Marta Cove, where the holotype specimen was found.","person","","Dr. Trinidad “Trini” Diaz","female","explicitly stated","","","The generic name honors to Dr. Trinidad “Trini” Diaz, for her pioneer geologic studies on the Antarctic Peninsula","Argentina; Argentina; Argentina; Argentina; Argentina","Argentina; Argentina; Argentina; Argentina; Argentina","",FALSE,"","Trinisaura","sp"
"Triprismatoolithus stephensi","Triprismatoolithus stephensi","Jackson and Varricchio",2010,"F. D. Jackson and D. J. Varricchio. 2010. Fossil eggs and eggshell from the lowermost Two Medicine Formation of western Montana, Sevenmile Hill locality. Journal of Vertebrate Paleontology 30(4):1142-1156","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triprismatoolithus",34694,174577,"Thomas Halliday","","English","egg","valid","Dave and Joel Quarry, Sevenmile Hill, Teton County, Montana","USA","USA","Montana State University","ES 101","person","N/A","Robert E 'Short' Stephens","","","USA","explicitly stated in paper","of Augusta, Montana. No explanation given, but he is acknowledged in the paper for access to land and specimens.","morphological characteristics","Greek","","","","","","In reference to the three layers of prismatic eggshell","USA; USA","USA; USA","",FALSE,"","Triprismatoolithus","sp"
"Trisauropodiscus aviforma","Trisauropodiscus aviforma","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133339,"Thomas Halliday","","French","trace","","Maphutseng II tracksite A4","Lesotho","","","","in relation to other taxa","","","","","","","""birdlike""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Trisauropodiscus galliforma","Trisauropodiscus galliforma","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133356,"Thomas Halliday","","French","trace","","Thejane-Maphutseng tracksite A5","Lesotho","","","","in relation to other taxa","","","","","","","""chicken-like""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Trisauropodiscus levis","Trisauropodiscus levis","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133493,"Thomas Halliday","","French","trace","","Thejane-Maphutseng tracksite A5","Lesotho","","","","morphological characteristics","","","","","","","""light""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Trisauropodiscus phasianiforma","Trisauropodiscus phasianiforma","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133357,"Thomas Halliday","","French","trace","","Thejane-Maphutseng tracksite A5","Lesotho","","","","in relation to other taxa","","","","","","","""pheasant-like""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Trisauropodiscus pompompoi","Trisauropodiscus pompompoi","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133358,"Thomas Halliday","","French","trace","","Thejane-Maphutseng tracksite A5","Lesotho","","","","","","","","","","","","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"TO BE REVISITED - POMPOMPOI = ???","Trisauropodiscus","sp"
"Trisauropodiscus superaviforma","Trisauropodiscus superaviforma","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133340,"Thomas Halliday","","French","trace","","Maphutseng II tracksite A4","Lesotho","","","","in relation to other taxa","","","","","","","""very birdlike""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Trisauropodiscus superavipes","Trisauropodiscus superavipes","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Trisauropodiscus",28154,133390,"Thomas Halliday","","French","trace","","Mokkanametsong tracksite B2","Lesotho","","","","in relation to other taxa","","","","","","","""very bird-footed""","morphological characteristics","Greek","","","","","","""Three-lizard-foot"" as an adjective","France","France","",FALSE,"","Trisauropodiscus","sp"
"Tristraguloolithus cracioides","Tristraguloolithus cracioides","Zelenitsky et al.",1996,"D. K. Zelenitsky, L. V. Hills, and P. J. Currie. 1996. Parataxonomic classification of ornithoid eggshell fragments from the Oldman Formation (Judith River Group; Upper Cretaceous), southern Alberta. Canadian Journal of Earth Sciences 33:1655-1667","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tristraguloolithus",18018,82634,"Bryan Gee",NA,"","egg","valid","Knight's Ranch, Alberta","Canada","Canada","Royal Tyrell Museum of Palaeontology","TMP 95.17.6","in relation to other taxa","","","","","","","after similarity to eggs of the extant Cracidae","morphological characteristics","","","","","","","for the three structural layers of teh egg","Canada; Canada; Canada","Canada; Canada; Canada","",FALSE,"","Tristraguloolithus","sp"
"Tritotrisauropus medius","Tritotrisauropus medius","Ellenberger",1970,"P. Ellenberger. 1970. Les niveaux paléontologiques de première apparition des mammifères primoridaux en Afrique du Sud et leur ichnologie.  Establissement de zones stratigraphiques detaillees dans le Stormberg du Lesotho (Afrique du Sud) (Trias Supérieur à Jurassique) [The paleontological levels of the first appearance of primordial mammals in southern Africa and their ichnology.  Establishment of detailed stratigraphic zones in the Stormberg of Lesotho (southern Africa) (Upper Triassic to Jurassic). In: S. H. Haughton (ed.), Second Symposium on Gondwana Stratigraphy and Paleontology, International Union of Geological Sciences.  Council for Scientific and Industrial Research, Pretoria","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tritotrisauropus",28154,133355,"Thomas Halliday","","French","trace","","Maphutseng tracksite A5","Lesotho","","","","morphological characteristics","","","","","","","""middle-sized""","morphological characteristics","","","","","","","""third three-toed lizard foot""","France","France","",FALSE,"","Tritotrisauropus","sp"
"Triunfosaurus leonardii","Triunfosaurus leonardii","Carvalho et al.",2017,"I. S. Carvalho, L. Salgado, and R. M. Lindoso, H. I. de Araújo-Júnior, F. C. Costa Nogueira, J. A. Soares. 2017. A new basal titanosaur (Dinosauria, Sauropoda) from the Lower Cretaceous of Brazil. Journal of South American Earth Sciences 75:74-84","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triunfosaurus",61524,350051,"Bryan Gee",NA,"","dinosauria","valid","Areias Farm (6º41′53,8″S 38º32′25″W), Triunfo County, Paraíba State","Brazil","Brazil","Universidade Federal do Rio de Janeiro, Departamento de Geologia","UFRJ-DG 498","person","N/A","Guiseppe Leonardi","","","Brazil","retrieved from external source","""In honor of the paleontologist Giuseppe Leonardi, which dedicated greater part of his life to the study of the reptile ichnofauna from the northeastern Brazil.""","location/geography","Greek","","","","","","""For the type-locality where the specimen comes from; plus saurus, Greek for lizard, reptile.""","Brazil; Brazil; Brazil; Brazil; Brazil; Brazil","Brazil; Brazil; Brazil; Brazil; Brazil; Brazil","",FALSE,"Holotype designation a little strange - multiple elements with different subletter designations; not clear that only one individual is represented","Triunfosaurus","sp"
"Troodon formosus","Troodon formosus","Leidy",1856,"J. Leidy. 1856. Notices of remains of extinct reptiles and fishes, discovered by Dr. F. V. Hayden in the bad lands of the Judith River, Nebraska Territory. Proceedings of the Academy of Natural Sciences of Philadelphia 8:72-73","Chordata","Saurischia","Avetheropoda","Troodontidae","Troodon",13002,54818,"Thomas Halliday","","English","dinosauria","valid","Badlands of the Judith River, Nebraska","USA","USA","Academy of Natural Sciences of Philadelphia (now Academy of Natural Sciences of Drexel University)","ANSP 9259","other","","","","","","","""Beautiful""","behavioural characteristics","Greek","","","","","","""Wounding tooth""","USA","USA","",FALSE,"Discovered by Ferdinand Vandeveer Hayden","Troodon","sp"
"Troodon validus","Stegoceras validum","Gilmore",1924,"C. W. Gilmore. 1924. On Troodon validus, an orthopodous dinosaur from the Belly River Cretaceous of Alberta, Canada. Department of Geology, University of Alberta Bulletin 1:1-43","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Troodon",14571,NA,"Nussaïbah B. Raja","","","","recombined","","","","","","","","","","","","","","behavioural characteristics","Greek","","","","","","""Wounding tooth""","USA","USA","",FALSE,"duplicate","Troodon","sp"
